iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
25,0.007820073745132964,0.045409091986948626,0.9890625,1716920964,,False,26,b739c97e,2024-05-28_20-29-24,6.589979648590088,243.33287811279297,10863,VRMWB-16GGJX3,192.168.163.40,243.33287811279297,26
26,0.004262793508795217,0.04835583706153557,0.9875,1716920971,,False,27,b739c97e,2024-05-28_20-29-31,6.797569513320923,250.1304476261139,10863,VRMWB-16GGJX3,192.168.163.40,250.1304476261139,27
27,0.0037590066246964314,0.04426747050019912,0.9890625,1716920977,,False,28,b739c97e,2024-05-28_20-29-37,6.615621089935303,256.7460687160492,10863,VRMWB-16GGJX3,192.168.163.40,256.7460687160492,28
28,0.004878184932031106,0.040290143247693776,0.9890625,1716920984,,False,29,b739c97e,2024-05-28_20-29-44,6.448350429534912,263.1944191455841,10863,VRMWB-16GGJX3,192.168.163.40,263.1944191455841,29
29,0.002939256964492853,0.04063757545663975,0.9890625,1716920990,,False,30,b739c97e,2024-05-28_20-29-50,6.783482789993286,269.9779019355774,10863,VRMWB-16GGJX3,192.168.163.40,269.9779019355774,30
30,0.002356570803295867,0.03591093698050827,0.990625,1716920997,,False,31,b739c97e,2024-05-28_20-29-57,6.914230108261108,276.8921320438385,10863,VRMWB-16GGJX3,192.168.163.40,276.8921320438385,31
31,0.004020710789776741,0.037484577417490075,0.9890625,1716921004,,False,32,b739c97e,2024-05-28_20-30-04,6.970564842224121,283.8626968860626,10863,VRMWB-16GGJX3,192.168.163.40,283.8626968860626,32
32,0.002730147564570983,0.03874018422793597,0.990625,1716921011,,False,33,b739c97e,2024-05-28_20-30-11,7.014049768447876,290.8767466545105,10863,VRMWB-16GGJX3,192.168.163.40,290.8767466545105,33
33,0.003044575664795429,0.040162229278939775,0.9875,1716921019,,False,34,b739c97e,2024-05-28_20-30-19,7.220258474349976,298.0970051288605,10863,VRMWB-16GGJX3,192.168.163.40,298.0970051288605,34
34,0.002464177972999298,0.045039825796266086,0.9875,1716921026,,False,35,b739c97e,2024-05-28_20-30-26,7.170858860015869,305.26786398887634,10863,VRMWB-16GGJX3,192.168.163.40,305.26786398887634,35
35,0.002526699163646288,0.040534944614046255,0.9875,1716921033,,False,36,b739c97e,2024-05-28_20-30-33,6.916179418563843,312.1840434074402,10863,VRMWB-16GGJX3,192.168.163.40,312.1840434074402,36
36,0.0017007331940184496,0.03893438510422129,0.9890625,1716921040,,False,37,b739c97e,2024-05-28_20-30-40,7.293232440948486,319.4772758483887,10863,VRMWB-16GGJX3,192.168.163.40,319.4772758483887,37
37,0.0022960902302364967,0.03455447823507711,0.9890625,1716921047,,False,38,b739c97e,2024-05-28_20-30-47,7.193696737289429,326.6709725856781,10863,VRMWB-16GGJX3,192.168.163.40,326.6709725856781,38
38,0.0018594383404383229,0.04427223560633138,0.9875,1716921054,,False,39,b739c97e,2024-05-28_20-30-54,6.521790027618408,333.1927626132965,10863,VRMWB-16GGJX3,192.168.163.40,333.1927626132965,39
39,0.001848894976982042,0.040689746415591796,0.9875,1716921059,,False,40,b739c97e,2024-05-28_20-30-59,5.797358751296997,338.9901213645935,10863,VRMWB-16GGJX3,192.168.163.40,338.9901213645935,40
40,0.001855643341794932,0.0379554917832138,0.9859375,1716921067,,False,41,b739c97e,2024-05-28_20-31-07,7.022370338439941,346.01249170303345,10863,VRMWB-16GGJX3,192.168.163.40,346.01249170303345,41
41,0.0012791569928213217,0.051666034932713954,0.9875,1716921073,,False,42,b739c97e,2024-05-28_20-31-13,6.0354156494140625,352.0479073524475,10863,VRMWB-16GGJX3,192.168.163.40,352.0479073524475,42
42,0.009857656667727609,0.0804914212145377,0.98125,1716921078,,False,43,b739c97e,2024-05-28_20-31-18,5.667599678039551,357.71550703048706,10863,VRMWB-16GGJX3,192.168.163.40,357.71550703048706,43
43,0.0859166414133434,0.1335303208557889,0.975,1716921084,,False,44,b739c97e,2024-05-28_20-31-24,5.6320929527282715,363.34759998321533,10863,VRMWB-16GGJX3,192.168.163.40,363.34759998321533,44
44,0.06081629546796098,0.05758219114504755,0.9875,1716921091,,False,45,b739c97e,2024-05-28_20-31-31,6.784294843673706,370.13189482688904,10863,VRMWB-16GGJX3,192.168.163.40,370.13189482688904,45
45,0.012795756136952543,0.039233267278177664,0.990625,1716921099,,False,46,b739c97e,2024-05-28_20-31-39,8.401512622833252,378.5334074497223,10863,VRMWB-16GGJX3,192.168.163.40,378.5334074497223,46
46,0.00793002887390393,0.04322030421462841,0.9921875,1716921105,,False,47,b739c97e,2024-05-28_20-31-45,6.268949508666992,384.8023569583893,10863,VRMWB-16GGJX3,192.168.163.40,384.8023569583893,47
47,0.0036711545271603504,0.061817730878829025,0.9875,1716921111,,False,48,b739c97e,2024-05-28_20-31-51,6.024352788925171,390.82670974731445,10863,VRMWB-16GGJX3,192.168.163.40,390.82670974731445,48
48,0.004621506732583828,0.04096437752305064,0.9921875,1716921118,,False,49,b739c97e,2024-05-28_20-31-58,6.515900373458862,397.3426101207733,10863,VRMWB-16GGJX3,192.168.163.40,397.3426101207733,49
49,0.003565174034497712,0.044027650536736476,0.9890625,1716921123,,False,50,b739c97e,2024-05-28_20-32-03,5.4159932136535645,402.7586033344269,10863,VRMWB-16GGJX3,192.168.163.40,402.7586033344269,50
